"","sst","pden","chl","c"
"802",0.592626677375467,-15.019600897879,-0.102730248762647,-0.102730248762647
"803",0.610270713248906,-15.0192456705839,-0.10423923338946,-0.10423923338946
"804",0.627688283600478,-15.0148946013681,-0.105722434238177,-0.105722434238177
"805",0.644873906232961,-15.0065385702343,-0.10717924795832,-0.10717924795832
"806",0.661822202330015,-14.9941691343995,-0.108609075552761,-0.108609075552761
"807",0.678527908243517,-14.9777788596005,-0.110011324648583,-0.110011324648583
"808",0.694985882930625,-14.9573614978834,-0.111385412528824,-0.111385412528824
"809",0.711191108328309,-14.932911963925,-0.11273076968863,-0.11273076968863
"810",0.727138694743552,-14.9044263244437,-0.114046842381876,-0.114046842381876
"811",0.742823889766566,-14.8719018222824,-0.115333094772093,-0.115333094772093
"812",0.758242081527562,-14.8353369150409,-0.116589010442151,-0.116589010442151
"813",0.773388800446238,-14.7947313522681,-0.117814092593089,-0.117814092593089
"814",0.788259718335768,-14.7500862898207,-0.119007865003605,-0.119007865003605
"815",0.802850640544359,-14.701404349933,-0.120169873456231,-0.120169873456231
"816",0.817157508839962,-14.6486897214317,-0.121299686145777,-0.121299686145777
"817",0.831176414957184,-14.5919483351581,-0.122396894085484,-0.122396894085484
"818",0.844903605609621,-14.5311880593279,-0.123461110125439,-0.123461110125439
"819",0.858335484447737,-14.4664189343913,-0.124491966239902,-0.124491966239902
"820",0.871468610014327,-14.3976532288965,-0.125489111238016,-0.125489111238016
"821",0.884299684610313,-14.3249053162415,-0.126452208404752,-0.126452208404752
"822",0.89682555020184,-14.2481913891784,-0.127380933028501,-0.127380933028501
"823",0.909043192115617,-14.1675290180791,-0.128274970571097,-0.128274970571097
"824",0.920949733434633,-14.0829369295326,-0.129134015105038,-0.129134015105038
"825",0.93254242417811,-13.9944349976977,-0.129957767826174,-0.129957767826174
"826",0.94381863393179,-13.902044251028,-0.130745936928136,-0.130745936928136
"827",0.954775842542791,-13.8057868617287,-0.131498238638531,-0.131498238638531
"828",0.965411641192058,-13.705686308916,-0.132214398210988,-0.132214398210988
"829",0.97572374601838,-13.6017677169782,-0.132894151487201,-0.132894151487201
"830",0.985710003007295,-13.4940582368805,-0.133537246101072,-0.133537246101072
"831",0.995368387482873,-13.3825875862961,-0.134143441861586,-0.134143441861586
"832",1.00469700482511,-13.2673883150668,-0.134712511653139,-0.134712511653139
"833",1.01369408673171,-13.1484956794185,-0.13524424234852,-0.13524424234852
"834",1.02235799231637,-13.0259475954076,-0.135738435187036,-0.135738435187036
"835",1.03068721606262,-12.8997846667157,-0.136194906246982,-0.136194906246982
"836",1.03868038553446,-12.7700500688662,-0.136613486016352,-0.136613486016352
"837",1.04633625205158,-12.6367893846893,-0.136994017942042,-0.136994017942042
"838",1.05365368336003,-12.5000504459771,-0.137336357381608,-0.137336357381608
"839",1.06063165344131,-12.3598830113905,-0.137640370739943,-0.137640370739943
"840",1.06726924071983,-12.2163385838623,-0.137905934343055,-0.137905934343055
"841",1.07356563582571,-12.0694704656071,-0.138132933397619,-0.138132933397619
"842",1.07952014335239,-11.9193335933839,-0.138321261063785,-0.138321261063785
"843",1.08513218095289,-11.7659842404381,-0.138470817189103,-0.138470817189103
"844",1.09040127737411,-11.6094796714479,-0.138581507523185,-0.138581507523185
"845",1.09532706532531,-11.4498776049534,-0.138653243697375,-0.138653243697375
"846",1.09990927974655,-11.2872357486361,-0.138685942453994,-0.138685942453994
"847",1.10414776227961,-11.1216114752796,-0.138679524725386,-0.138679524725386
"848",1.10804245663936,-10.953061484661,-0.138633915085566,-0.138633915085566
"849",1.11159339994551,-10.781641549537,-0.138549041089957,-0.138549041089957
"850",1.11480071220166,-10.6074062939934,-0.138424833724108,-0.138424833724108
"851",1.11766457811894,-10.4304088779476,-0.13826122873169,-0.13826122873169
"852",1.12018524480209,-10.2507010413581,-0.138058169272334,-0.138058169272334
"853",1.12236303474615,-10.0683334948935,-0.137815609998732,-0.137815609998732
"854",1.12419835209836,-9.88335630676366,-0.137533520985182,-0.137533520985182
"855",1.12569168831896,-9.69581941068532,-0.137211891490319,-0.137211891490319
"856",1.12684362646157,-9.50577288441052,-0.136850732518875,-0.136850732518875
"857",1.12765483789654,-9.31326687599113,-0.136450078043176,-0.136450078043176
"858",1.12812608670055,-9.11835160848301,-0.136009985367436,-0.136009985367436
"859",1.12825824423488,-8.92107752200923,-0.135530535119182,-0.135530535119182
"860",1.12805228768277,-8.72149513532929,-0.135011829469818,-0.135011829469818
"861",1.12750928590146,-8.51965469382079,-0.134453988182458,-0.134453988182458
"862",1.12663039181898,-8.3156058808072,-0.133857146219856,-0.133857146219856
"863",1.12541683359489,-8.10939739460803,-0.133221452096587,-0.133221452096587
"864",1.12386991488444,-7.90107674373272,-0.132547067126909,-0.132547067126909
"865",1.12199102808184,-7.69069039213966,-0.131834166884152,-0.131834166884152
"866",1.11978165871355,-7.47828378653523,-0.131082941071487,-0.131082941071487
"867",1.11724338317802,-7.26390128775264,-0.13029359158725,-0.13029359158725
"868",1.11437786960898,-7.04758618037968,-0.129466331694537,-0.129466331694537
"869",1.11118687833865,-6.82938067723208,-0.128601385761519,-0.128601385761519
"870",1.10767226119569,-6.60932579327361,-0.127698988062453,-0.127698988062453
"871",1.10383596132738,-6.38746124150261,-0.126759381430511,-0.126759381430511
"872",1.09968000746206,-6.16382537802833,-0.125782815687699,-0.125782815687699
"873",1.09520650379821,-5.93845507664918,-0.124769545220429,-0.124769545220429
"874",1.09041762103534,-5.71138591478338,-0.123719828005541,-0.123719828005541
"875",1.0853155860864,-5.48265258393503,-0.1226339262227,-0.1226339262227
"876",1.0799026800458,-5.25228929827509,-0.121512106579129,-0.121512106579129
"877",1.07418124463892,-5.02033036299978,-0.12035464066969,-0.12035464066969
"878",1.06815368389942,-4.7868106584244,-0.119161805518959,-0.119161805518959
"879",1.06182246585919,-4.55176600185275,-0.11793388389397,-0.11793388389397
"880",1.05519012078638,-4.31523344764049,-0.116671164370771,-0.116671164370771
"881",1.04825923047739,-4.07725142740614,-0.115373941082933,-0.115373941082933
"882",1.04103242892311,-3.83785973626108,-0.114042513046289,-0.114042513046289
"883",1.03351241448607,-3.59709949624963,-0.112677183246205,-0.112677183246205
"884",1.02570194905691,-3.35501295970809,-0.111278256340657,-0.111278256340657
"885",1.01760384941864,-3.11164309754873,-0.109846035192929,-0.109846035192929
"886",1.0092209807048,-2.8670334201696,-0.108380817803667,-0.108380817803667
"887",1.00055624514846,-2.62122791142011,-0.106882894486924,-0.106882894486924
"888",0.991612580094677,-2.37427095498979,-0.105352545985273,-0.105352545985273
"889",0.982392969294558,-2.12620746568462,-0.103790042851268,-0.103790042851268
"890",0.972900442335291,-1.87708285884684,-0.102195645057823,-0.102195645057823
"891",0.963138063055586,-1.62694275886371,-0.100569601104789,-0.100569601104789
"892",0.953108927732439,-1.37583294082658,-0.0989121497327379,-0.0989121497327379
"893",0.942816167708386,-1.12379941504641,-0.0972235244508365,-0.0972235244508365
"894",0.9322629515768,-0.870888330214511,-0.0955039562021939,-0.0955039562021939
"895",0.92145249231878,-0.617145889446181,-0.0937536755109726,-0.0937536755109726
"896",0.910388046438309,-0.362618283448558,-0.091972913508564,-0.091972913508564
"897",0.899072904897867,-0.107351512083926,-0.0901619003363817,-0.0901619003363817
"898",0.887510387585437,0.148608557027171,-0.0883208660248267,-0.0883208660248267
"899",0.875703839270819,0.405215918649026,-0.0864500440706216,-0.0864500440706216
"900",0.863656628007461,0.662424233397046,-0.0845496735329723,-0.0845496735329723
"901",0.851372146277323,0.920186582119712,-0.0826200003404219,-0.0826200003404219
"902",0.838853814489358,1.17845518259437,-0.0806612800456338,-0.0806612800456338
"903",0.826105087907036,1.43718116135786,-0.0786737804845183,-0.0786737804845183
"904",0.813129461460634,1.69631438554463,-0.0766577853889862,-0.0766577853889862
"905",0.799930470819745,1.95580337001906,-0.0746135999817934,-0.0746135999817934
"906",0.7865116972401,2.21559535602392,-0.072541553302699,-0.072541553302699
"907",0.772876776264906,2.47563644012475,-0.0704419978055826,-0.0704419978055826
